Heading,Spec Heading,Check Item,Features,Selected Item,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Material / Color,Size
Hull Scantlings & Structure,Laminate Schedule 8,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (6X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 8,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 8,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 8,,"Unidirectional Fabric, E-Glass, E-LR 1708 (20X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Unidirectional Fabric,E-Glass, E-LR 1708 (13X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (3X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (12X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (1X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Unidirectional Fabric, E-Glass, E-LR 1708 (3X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,WP-3800,Down,100937-01,,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (2-1/2"" Chamfer Strip (Engineroom Only)",FALSE,Gord,Updated,WP-3800,Down,100937-01,,Core,N/A,LF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"2-1/2"""
Hull Scantlings & Structure,Core,,"Structural Core, X-Linked PVC, 5#, 1"" (Engineroom Only)",FALSE,Gord,Updated,WP-3800,Down,101317-02,,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,X-Link PVC,"1"""
Hull Scantlings & Structure,Core,,"Structural Core, Polyurethane, 20#, 2"" (4"" Thick Cap Engineroom Only)",FALSE,Gord,Updated,WP-3800,Down,100918-04,,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyurethane,"2"""
Hull Scantlings & Structure,Laminate Schedule 9,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Unidirectional Fabric, E-Glass, E-LR 1708 (12X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Unidirectional Fabric,E-Glass, E-LR 1708 (13X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (3X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (12X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (1X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Unidirectional Fabric, E-Glass, E-LR 1708 (3X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,WP-3800,Down,100937-01,,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (2-1/2"" Chamfer Strip (Engineroom Only)",FALSE,Gord,Updated,WP-3800,Down,100937-01,Engineroom,Core,N/A,LF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"2-1/2"""
Hull Scantlings & Structure,Core,,"Structural Core, X-Linked PVC, 5#, 1"" (Engineroom Only)",FALSE,Gord,Updated,WP-3800,Down,101317-02,Engineroom,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,X-Link PVC,"1"""
Hull Scantlings & Structure,Core,,"Structural Core, Polyurethane, 20#, 2"" (4"" Thick Cap Engineroom Only)",FALSE,Gord,Updated,WP-3800,Down,100918-04,Engineroom,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyurethane,"2"""
Hull Scantlings & Structure,Laminate Schedule 9,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 9,,"Unidirectional Fabric, E-Glass, E-LR 1708 (12X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 7,,"Unidirectional Fabric,E-Glass, E-LR 1708 (13X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (3X, Top with Cap)",FALSE,Gord,Updated,WP-3800,Down,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (12X)",FALSE,Gord,Updated,WP-3800,Down,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (1X)",FALSE,Gord,Updated,WP-3800,Down,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 12,,"Unidirectional Fabric, E-Glass, E-LR 1708 (3X, Cap)",FALSE,Gord,Updated,WP-3800,Down,101977-01,,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 10,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (2X)",FALSE,Gord,Updated,,,100909-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Unidirectional Fabric, E-Glass, E-LR 1708 (12X, Cap)",FALSE,Gord,Updated,,,101977-01,Hull Lamination,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Unidirectional Fabric, E-Glass, E-LR 1708 (16X, Cap)",FALSE,Gord,Updated,,,101977-01,Hull Lamination,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 10,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (2X)",FALSE,Gord,Updated,,,100909-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,Hull Lamination,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 10,,"Unidirectional Fabric, E-Glass, E-LR 1708 (12X, Cap)",FALSE,Gord,Updated,,,101977-01,Hull Lamination,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 11,,"Unidirectional Fabric, E-Glass, E-LR 1708 (16X, Cap)",FALSE,Gord,Updated,,,101977-01,,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Core,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (1X, 12"" Wide Pad, STA XX- XX)",FALSE,Gord,Updated,New,Down,100899-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Unidirectional Fabric, E-Glass, E-LR 1708 (2X, 12"" Wide Pad, STA XX-XX)",FALSE,Gord,Updated,New,Down,101977-01,Hull Lamination,Core,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (5X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Knit Fabric, E-Glass, 0/90, E-GLASS, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Unidirectional Fabric, E-Glass, E-LR 1708 (18X, Cap)",FALSE,Gord,Updated,,,101977-01,,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Unidirectional Fabric, E-Glass, E-LR 1708 (11X, Cap)",FALSE,Gord,Updated,,,101977-01,,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Core,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (1X, 12"" Wide Pad, STA XX- XX)",FALSE,Gord,Updated,New,Down,100899-01,Hull Lamination,,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Unidirectional Fabric, E-Glass, E-LR 1708 (2X, 12"" Wide Pad, STA XX-XX)",FALSE,Gord,Updated,New,Down,101977-01,Hull Lamination,,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (5X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Knit Fabric, E-Glass, 0/90, E-GLASS, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 3,,"Unidirectional Fabric, E-Glass, E-LR 1708 (18X, Cap)",FALSE,Gord,Updated,,,101977-01,,Laminate,,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, Top with Cap)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 4,,"Unidirectional Fabric, E-Glass, E-LR 1708 (11X, Cap)",FALSE,Gord,Updated,,,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Not Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 2,,"Chopped Strand Mat, E=Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, TOP W/ CAP)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Unidirectional Fabric, E-Glass, E-LR 1708 (8X, CAP)",FALSE,Gord,Updated,,,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 2,,"Chopped Strand Mat, E=Glass, 3/4 OZ. (2X, Sides)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, TOP W/ CAP)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",FALSE,Gord,Updated,,,101426-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 2,,"Unidirectional Fabric, E-Glass, E-LR 1708 (8X, CAP)",FALSE,Gord,Updated,,,101977-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Core,,"Structural Core, Polyfoam (6"" Thick)",FALSE,Gord,Updated,New,Down,100937-01,Hull Lamination,Core,N/A,SF,,,,Manufacturer,,,,,,,,,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 5,,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X)",FALSE,Gord,Updated,,,100899-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
Hull Scantlings & Structure,Laminate Schedule 5,,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (2X)",FALSE,Gord,Updated,,,100909-01,,Laminate,N/A,SF,,,,Manufacturer,,,,,,,,,,,,
