Heading,Spec_Heading,Features,Model,Hyperlink,Source,Weight,Quantity,Material_And_Color,Size
Hull Scantlings & Structure,Laminate Schedule 4,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 4,"Unidirectional Fabric, E-Glass, E-LR 1708 (11X, Cap)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyfoam (6"" Thick)",,,Manufacturer,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 2,"Chopped Strand Mat, E=Glass, 3/4 OZ. (2X, Sides)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, TOP W/ CAP)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Unidirectional Fabric, E-Glass, E-LR 1708 (8X, CAP)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyfoam (6"" Thick)",,,Manufacturer,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 2,"Chopped Strand Mat, E=Glass, 3/4 OZ. (2X, Sides)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, TOP W/ CAP)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Unidirectional Fabric, E-Glass, E-LR 1708 (8X, CAP)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyfoam (6"" Thick)",,,Manufacturer,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 5,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 5,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 5,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (1X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyfoam (6"" Thick)",,,Manufacturer,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 2,"Chopped Strand Mat, E=Glass, 3/4 OZ. (2X, Sides)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Chopped Strand Mat, E-Glass, 3/4 OZ. (4X, TOP W/ CAP)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (4X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 2,"Unidirectional Fabric, E-Glass, E-LR 1708 (8X, CAP)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyfoam (6"" Thick)",,,Manufacturer,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 5,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 5,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 5,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (1X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyfoam (6"" Thick)",,,Manufacturer,,,Polyfoam,"6"""
Hull Scantlings & Structure,Laminate Schedule 5,"Chopped Strand Mat, E-Glass, 3/4 OZ. (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 5,"Knit Fabric, 0/90, E-Glass, E-2LTI 3600 (2X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Laminate Schedule 5,"Knit Fabric, E-Glass, 45/45, E-BX 2800 (1X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyurethane, 20#",,,Manufacturer,,,Polyurethane,
Hull Scantlings & Structure,Laminate Schedule,"Knit Fabric, 0/90, E-Glass, E-2LTI 7200 (10X)",,,Manufacturer,,,,
Hull Scantlings & Structure,Core,"Structural Core, Polyurethane, 20#",,,Manufacturer,,,Polyurethane,
Hull Scantlings & Structure,Laminate Schedule ???,"Knit Fabric, 0/90, E-Glass, E-2LTI 7200 (10X)",,,Manufacturer,,,,
Hardtop Assembly,"Hardtop Leg, Port Forward","HARDTOP LEG, PORT INBD FWD- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Forward","HARDTOP LEG, PORT INBD FWD- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Forward","HARDTOP LEG, PORT INBD FWD- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Forward","HARDTOP LEG, PORT OTBD FWD- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Forward","HARDTOP LEG, PORT OTBD FWD- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Forward","HARDTOP LEG, PORT OTBD FWD- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Aft","HARDTOP LEG, STBD INBD AFT- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Aft","HARDTOP LEG, STBD INBD AFT- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Aft","HARDTOP LEG, STBD INBD AFT- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Aft","HARDTOP LEG, STBD OTBD AFT- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Aft","HARDTOP LEG, STBD OTBD AFT- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Aft","HARDTOP LEG, STBD OTBD AFT- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Forward","HARDTOP LEG, STBD INBD FWD- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Forward","HARDTOP LEG, STBD INBD FWD- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Forward","HARDTOP LEG, STBD INBD FWD- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Forward","HARDTOP LEG, STBD OTBD FWD- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Forward","HARDTOP LEG, STBD OTBD FWD- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Starboard Forward","HARDTOP LEG, STBD OTBD FWD- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Aft","HARDTOP LEG, PORT INBD AFT- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Aft","HARDTOP LEG, PORT INBD AFT- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Aft","HARDTOP LEG, PORT INBD AFT- CARBON",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Aft","HARDTOP LEG, PORT OTBD AFT- CORE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Aft","HARDTOP LEG, PORT OTBD AFT- LAMINATE",,,,,,,
Hardtop Assembly,"Hardtop Leg, Port Aft","HARDTOP LEG, PORT OTBD AFT- CARBON",,,,,,,
Hardtop Assembly,Hardtop Framing,"HARDTOP FRAMING CORE (2"" PVC)",,,,,,,
Hardtop Assembly,Hardtop Framing,HARDTOP FRAMING LAMINATES (4 - E-2LTI 3600),,,,,,,
Hardtop Assembly,Hardtop Framing,BACKING PLATES,,,,,,,
Hardtop Assembly,Hardtop Framing,WATER TRAPS,,,,,,,
Hardtop Assembly,Hardtop Moldings,HARDTOP MOLDING,,,,,,,
Hardtop Assembly,Hardtop Moldings,HARDTOP MOLD HD CORE,,,,,,,
Hardtop Assembly,Hardtop Liner Moldings,HARDTOP LINER MOLDING,,,,,,,
Hardtop Assembly,Hardtop Liner Moldings,HARDTOP LINER MOLDING- CARB UNI PADS,,,,,,,
Mast Assembly,"Mast Leg, Port","MAST LEG, PORT INBD- CORE",,,,,,,
Mast Assembly,"Mast Leg, Port","MAST LEG, PORT INBD- LAMINATE",,,,,,,
Mast Assembly,"Mast Leg, Port","MAST LEG, PORT INBD- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,"Mast Leg, Port","MAST LEG, PORT OTBD- CORE",,,,,,,
Mast Assembly,"Mast Leg, Port","MAST LEG, PORT OTBD- LAMINATE",,,,,,,
Mast Assembly,"Mast Leg, Port","MAST LEG, PORT OTBD- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,"Mast Leg, Starboard","MAST LEG, STBD INBD- CORE",,,,,,,
Mast Assembly,"Mast Leg, Starboard","MAST LEG, STBD INBD- LAMINATE",,,,,,,
Mast Assembly,"Mast Leg, Starboard","MAST LEG, STBD INBD- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,"Mast Leg, Starboard","MAST LEG, STBD OTBD- CORE",,,,,,,
Mast Assembly,"Mast Leg, Starboard","MAST LEG, STBD OTBD- LAMINATE",,,,,,,
Mast Assembly,"Mast Leg, Starboard","MAST LEG, STBD OTBD- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,Mast Wing,"MAST WING, TOP- CORE",,,,,,,
Mast Assembly,Mast Wing,"MAST WING, TOP- LAMINATE",,,,,,,
Mast Assembly,Mast Wing,"MAST WING, TOP- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,Mast Wing,"MAST WING, BOTTOM- CORE",,,,,,,
Mast Assembly,Mast Wing,"MAST WING, BOTTOM- LAMINATE",,,,,,,
Mast Assembly,Mast Wing,"MAST WING, BOTTOM- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,Mast Arch,"MAST ARCH, TOP- CORE",,,,,,,
Mast Assembly,Mast Arch,"MAST ARCH, TOP- LAMINATE",,,,,,,
Mast Assembly,Mast Arch,"MAST ARCH, TOP- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,Mast Arch,"MAST ARCH, BOTTOM- CORE",,,,,,,
Mast Assembly,Mast Arch,"MAST ARCH, BOTTOM- LAMINATE",,,,,,,
Mast Assembly,Mast Arch,"MAST ARCH, BOTTOM- MISC (CARBON, TAPPING PLT, ECT.)",,,,,,,
Mast Assembly,Mast Arch,"Mast Pipe (Guesses SS 6"" Schedule 40)",,,,,,,
Mast Assembly,Mast Arch,"FWD CAMERA MOUNT PIPE (GUESSED SS 4"" SCHED 40)",,,,,,,
Mast Assembly,Mast Arch,"FWD UPPER TOWING LIGHT PIPE (GUESSED SS 1"" SCHED 40)",,,,,,,
Pilothouse Final Assembly,Pilothouse Soles Assembly,"Panel 2, Sole, Attic",,,,,,,
Pilothouse Final Assembly,Pilothouse Soles Assembly,"Panel 1, Sole, Attic",,,,,,,
Pilothouse Final Assembly,Pilothouse Soles Assembly,Sole Stiffeners,,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, C",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, H1",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, H2",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, H3",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, I1",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, I2S",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"BULKHEAD, PH, I2P",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"PANEL, PH, TOP",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"PANEL, PH, OVERHEAD",,,,,,,
Pilothouse Final Assembly,Pilothouse Bulkheads Assembly,"PANEL, PH, TOP SIDES",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"LINER, STAIRWELL, AFT",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"VENT BOX, ER AIR, PORT",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"VENT BOX, ER AIR, STBD",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"WEB FRAME, PH, 1S",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"WEB FRAME, PH, 1P",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"BEAM, PH, STAR PATTERN",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing,"BEAM, PH, DAVIT, CANTILEVER",,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,FWD TRANSVERSE STIFFENERS,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,PORTUGUESE BRIDGE LONGITUDINAL STIFFENERS,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,LONGITUDINAL FLYBRIDGE STIFFENERS,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,TRANSVERSE FLYBRIDGE STIFFENERS,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,INBD LONGITUDINAL AND FWD TRANSVERSE BOAT DECK STIFFENERS,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,OTBD LONGITUDINAL BOAT DECK STIFFENERS,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,BOAT DECK TRANSVERSE STAR BEAM TIE-IN STIFFENER,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,BOAT DECK DIAGONAL STAR BEAM TIE-IN STIFFENER,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,FWD HD CORE (FOR LIFTING),,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,MULLION TIE-IN STIFFENER,,,,,,,
Pilothouse Final Assembly,Pilothouse Framing Stiffeners,"FWD PH MULLIONS (2"" X 3"" X 1/4"" RECT TUBE)",,,,,,,
Main Deck Set,Main Deck Framing,"BULKHEAD MD-B1, STRUCTURAL",,,,,,,
Main Deck Set,Main Deck Framing,"BULKHEAD MD-C, STRUCTURAL",,,,,,,
Main Deck Set,Main Deck Framing,"BULKHEAD MD-E1, STRUCTURAL",,,,,,,
Main Deck Set,Main Deck Framing,"BULKHEAD MD-F, STRUCTURAL",,,,,,,
Main Deck Set,Main Deck Framing,"BULKHEAD MD-G1, STRUCTURAL",,,,,,,
Main Deck Set,Main Deck Framing,"BULKHEAD MD-H1, STRUCTURAL",,,,,,,
Main Deck Set,Main Deck Framing,"PANEL, FOREDECK STAIR",,,,,,,
Main Deck Set,Main Deck Framing,"PANEL, FOREDECK STAIR",,,,,,,
Main Deck Set,Main Deck Framing,"PANEL, SHEER STEP",,,,,,,
Main Deck Set,Main Deck Framing,"PANEL, SHEER STEP",,,,,,,
Main Deck Set,Main Deck Framing,"PANEL, SHEER STEP",,,,,,,
Main Deck Set,Main Deck Framing,"MULLION PANEL, MAIN DECK (PORT)",,,,,,,
Main Deck Set,Main Deck Framing,"MULLION PANEL, MAIN DECK (STBD)",,,,,,,
Main Deck Set,Main Deck Framing,"SOLE, MAIN DECK AFT",,,,,,,
Main Deck Set,Main Deck Framing,"SOLE, MAIN DECK AFT FRAMING",,,,,,,
Main Deck Set,Main Deck Framing,"SOLE, MAIN DECK FWD",,,,,,,
Main Deck Set,Main Deck Framing,"SOLE, MAIN DECK FWD FRAMING",,,,,,,
Main Deck Set,Main Deck Framing,"SOLE, MAIN DECK MID",,,,,,,
Main Deck Set,Main Deck Framing,"SOLE, MAIN DECK MID FRAMING",,,,,,,
Main Deck Set,Main Deck Molding,Foredeck deck,,,,,,,
Main Deck Set,Main Deck Molding,Foredeck bulwark liner,,,,,,,
Main Deck Set,Main Deck Molding,Foredeck shelf,,,,,,,
Main Deck Set,Main Deck Molding,Foredeck cap,,,,,,,
Main Deck Set,Main Deck Molding,Foredeck bulwark outboard,,,,,,,
Main Deck Set,Main Deck Molding,Sidedeck cap,,,,,,,
Main Deck Set,Main Deck Molding,Master window area,,,,,,,
Main Deck Set,Main Deck Molding,Stairs (Crew)),,,,,,,
Main Deck Set,Main Deck Molding,Lower Cabin Sides,,,,,,,
Main Deck Set,Main Deck Molding,Upper Cabin Sides,,,,,,,
Main Deck Set,Main Deck Molding,Flange & Vertical PH stair faces,,,,,,,
Main Deck Set,Main Deck Molding,Air ducts & stairs,,,,,,,
Main Deck Set,Main Deck Molding,Decks including sides,,,,,,,
Main Deck Set,Main Deck Molding,Passarelle cavity,,,,,,,
Main Deck Set,Main Deck Molding,Bulwark liner (p & s),,,,,,,
Main Deck Set,Main Deck Molding,PH dash sole,,,,,,,
Main Deck Set,Main Deck Molding,PH sole,,,,,,,
Main Deck Set,Main Deck Molding,settee sole,,,,,,,
Main Deck Set,Main Deck Molding,"Fashion Plate, Maindeck, Starboard Aft",,,Estimate,,,,
Main Deck Set,Main Deck Molding,Lower Bulwark,,,,,,,
Main Deck Set,Main Deck Molding,Soffit Receiver,,,,,,,
Main Deck Set,Main Deck Molding,Upper Bulwark,,,,,,,
Main Deck Set,Main Deck Molding,Seat Flat,,,,,,,
Main Deck Set,Main Deck Molding,Window Flat,,,,,,,
Main Deck Set,Main Deck Molding,Flybridge Cowl,,,,,,,
Main Deck Set,Main Deck Molding,Soffit / Brow,,,,,,,
Main Deck Set,Main Deck Molding,Dash Flat,,,,,,,
Main Deck Set,Main Deck Molding,Wind Screen Flat,,,,,,,
Main Deck Set,Main Deck Molding,Forward Deck,,,,,,,
Main Deck Set,Main Deck Molding,Sides aft of Pilothouse Windows,,,,,,,
Main Deck Set,Main Deck Molding,Steps,,,,,,,
Main Deck Set,Main Deck Molding,Aft liner Faces,,,,,,,
Main Deck Set,Main Deck Molding,Plenum - Locker Top,,,,,,,
Main Deck Set,Main Deck Molding,Bulwark Cap,,,,,,,
Main Deck Set,Main Deck Molding,Backs of Bulwark,,,,,,,
Main Deck Set,Main Deck Molding,Aft Deck,,,,,,,
Main Deck Set,Main Deck Molding,Window Corners,,,Estimate,,,,
Main Deck Set,Main Deck Molding,"Fashion Plate, Maindeck, Port Aft",,,Estimate,,,,
Transom Door,Bustle Lift Assembly,"Hinge, Bustle Door",,,Manufacturer,162,2,,
Transom Door,Bustle Lift Assembly,"Hinge, Cover Plate, Bustle Door",,,Solidworks,1,4,,
Transom Door,Bustle Door Assembly,Bustle Door Liner,,,Guess,32,1,,
Transom Door,Bustle Door Assembly,"Ceiling Panel, Starboard, Bustle Door Liner",,,Guess,10,1,,
Transom Door,Bustle Door Assembly,"Ceiling Panel, Port, Bustle Door Liner",,,Guess,10,1,,
Transom Door,Bustle Door Assembly,"Locking Pin Reciever Cup, Bustle Door",,,Guess,1,2,,
Transom Door,Bustle Door Assembly,Bustle Door Hinge Bracket Assembly,,,Guess,30,2,,
Transom Door,Bustle Door Assembly,"Toggle Striker Plate, Flush Mount Stainless Steel",,,Guess,1,2,,
Transom Door,Bustle Door Assembly,Bustle Door,,,Guess,160,1,,
Transom Door,Bustle Door Assembly,"Hinge, Pantograph, Snow White, Butle Man Door",,,Guess,50,1,,
Transom Door,Bustle Door Assembly,"Handle Assembly Dula Handwheel, Two Dogs, 316L Stainless Steel",,,Guess,40,1,,
Transom Door,Bustle Door Assembly,Nameboard,,,Guess,50,1,,
Transom Door,Bustle Door Assembly,Bustle Door Speakers & Lights,,,Guess,25,1,,
Transom Door,Bustle Door Assembly,"Miscellaneous (Hardware, Fastmount Clips, Electronics, Tie-Ins)",,,Guess,25,1,,
Transom Door,"Man Door Assembly, Bustle Door","Man Door, Bustle Door",,,Calc,40,1,,
Transom Door,"Man Door Assembly, Bustle Door","Man Door Liner, Bustle Door",,,Calc,20,1,,
Transom Door,"Man Door Assembly, Bustle Door","Access Panel, Bustle Man Door",,,Calc,7,1,,
Tank Penetrations,Tank Penetrations Specifications Features & Components,,,,,,,,
Tank Penetrations,Tank Penetrations Specifications Features & Components,,,,,,,,
Bonding & Protection,Bonding & Protection Features & Components,Bonding Wire,,,Guess,250,1,,
Bonding & Protection,"Zinc Assembly, Lazarette",Stern Zinc Bracket,,,Guess,5,2,,
Bonding & Protection,"Zinc Assembly, Lazarette","Plate Zinc, 6""x12""",,,Guess,9,2,,
Anchoring System and Chain Containment,Anchoring System Primary Components,Anchor Chain Tie Down,,,Guess,8,2,,
Anchoring System and Chain Containment,Anchoring System Primary Components,Chain Locker Partition,,,Guess,1.5,15,,
Anchoring System and Chain Containment,Anchoring System Primary Components,Anchor (s),440,,Estimate,430,2,,
Anchoring System and Chain Containment,Anchoring System Primary Components,"Hull -  Anchor Chafe Plates 3/16"" Stainless Steel","316SS x 0.187""",,Estimate,378,2,SS 316,
Anchoring System and Chain Containment,Anchoring System Primary Components,Anchor Hawse Pipes,"6""od x 5""id",,Estimate,93.98,2,SS 316,"6"""
Anchoring System and Chain Containment,Anchoring System Primary Components,"Tensioner, Roller Stopper, 5/8""",,,Manufacturer,53,2,,
Anchoring System and Chain Containment,Anchoring System Primary Components,"Windlass, Port",CW VWC 6000,,Manufacturer,544,1,,
Anchoring System and Chain Containment,Anchoring System Primary Components,"Windlass, Starboard",CCW VWC 6000,,Manufacturer,544,1,,
Anchoring System and Chain Containment,Anchoring System Primary Components,"Pan, Windlass",,,Solidworks,141,1,,
Anchoring System and Chain Containment,Anchoring System Primary Components,Anchor Chain Tube,"4""od x 3.5""id",,Estimate,56.8,2,,
Anchoring System and Chain Containment,Anchoring System Primary Components,"5/8"" Galvanized Steel Anchor Chain (350 ft Starboard, 250ft port)","5/8"" U2",,Manufacturer Est.,3.71,600,,
Anchoring System and Chain Containment,Anchoring System Primary Components,Chain Locker Outfitting,"UHMWPE x 1/4""thick",,Estimate,61.61,2,,
Mooring System,"Cleats,Bollards & Hawse(s)","Hawse Ring(s), Foredeck",TBD,,Guess,40,2,,
Mooring System,"Cleats,Bollards & Hawse(s)","Bitt, Bollard, 19"" x 8"", Foredeck",TBD,,Solidworks,40,4,Polished Stainless Steel,"19"" x 8"""
Mooring System,"Cleats,Bollards & Hawse(s)","Bitt, Bollard, 19"" x 8"", Side Deck Port",TBD,,Solidworks,40,2,Polished Stainless Steel,"19"" x 8"""
Mooring System,"Cleats,Bollards & Hawse(s)","Hawse Ring, Side Deck Port",TBD,,Guess,40,2,,
Mooring System,"Cleats,Bollards & Hawse(s)","Bitt, Bollard, 19"" x 8"", Side Deck Starboard",TBD,,Solidworks,40,2,Polished Stainless Steel,"19"" x 8"""
Mooring System,"Cleats,Bollards & Hawse(s)","Hawse Ring, Side Deck Starboard",TBD,,Guess,40,2,,
Mooring System,"Cleats,Bollards & Hawse(s)","Bitt, Bollard, 19"" x 8"", Main Deck Aft",TBD,,Solidworks,40,4,Polished Stainless Steel,"19"" x 8"""
Mooring System,"Cleats,Bollards & Hawse(s)","Hawse Ring, Main Deck Aft",TBD,,Guess,40,2,,
Mooring System,"Cleats,Bollards & Hawse(s)",Hawse Bustle Port,TBD,,Guess,50,1,,
Mooring System,"Cleats,Bollards & Hawse(s)",Hawse Bustle Stbd,TBD,,Guess,50,1,,
Mooring System,"Cleats,Bollards & Hawse(s)",Warping Capstans,VC3500,,Manufacturer,86,2,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,"Hatch, Slider, 92 Degree, L-Shaped",,,Guess,350,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Boat Deck Curved Slider,2407-0002-0010 20K,,Guess,50,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Utility Room,2407-0002-0010 20K,,Manufacturer,58,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Beach Club Storage Area - Starboard,2407-0002-0010 20K,,Manufacturer,58,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Beach Club Storage Area - Port,2407-0002-0010 20K,,Manufacturer,58,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Guest Stateroom Foyer,2407-0002-0010 20K,,Manufacturer,58,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Crew Mess - Aft,,,Guess,44,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,Hatch - Crew Mess - Fwd,,,Guess,44,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,"Hatch Watertight, Thruster Room, LHR, 27"" X 27"", RO",,,Manufacturer,60,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,"Hatch, Watertight, Foredeck 30 x 30",,,Manufacturer,110,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Hatches,"Hatch, Exterior, Forward seat hatch",2' x 4',,Guess,125,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Water / Weather tight Doors,"Door, RHS, 69"" X 77', RO, One Fixed, One Sliding",,,Guess,250,1,,
Structural Closures (Weather / Watertight Doors & Hatches),Water / Weather tight Doors,"Door, LHS, 69"" X 77', RO, One Fixed, One Sliding",,,Guess,250,1,,
